,YEAR,JOB_TITLE,BRANCH,JOB_LOCATION,LOC_STATE,LOC_REGION
7508,2021,Electrical engineer,EEE,Itanagar,Seven Sisters,East
7509,2020,Software developer,CSE/IT,Gurgaon,Haryana,West
7510,2012,Petroleum engineer,CHEM,Pune,Maharashtra,Central
7511,2018,Geotechnical engineer,CIV,Dehradun,Uttarakhand,North
7512,2015,Public health engineer,CIV,Nellore,Andhra Pradesh,South
7513,2018,Drafter,CIV,Vadodara,Gujarat,West
7514,2013,Land surveyor,CIV,Ahmedabad,Gujarat,West
7515,2012,Structural engineer,MEC,Howrah,West Bengal,East
7516,2021,Instrumentation engineer,ECE,Jodhpur,Rajasthan,West
7517,2020,Automation engineer,MEC,Dhanbad,Jharkhnad,Central
7518,2011,Petroleum engineer,CHEM,Ahmedabad,Gujarat,West
7519,2021,Product designer,MEC,Chennai,Tamil Nadu,South
7520,2019,Network planning engineer,ECE,Bhopal,Madhya Pradesh,Central
7521,2020,Land surveyor,CIV,Vadodara,Gujarat,West
7522,2021,Electrical design engineer,EEE,Dhanbad,Jharkhnad,Central
7523,2011,App developer,CSE/IT,Panaji,Goa,South
7524,2020,Quality engineer,MEC,Visakhapatnam,Andhra Pradesh,South
7525,2017,Web developer,CSE/IT,Gangtok,Seven Sisters,East
7526,2018,Petroleum engineer,CHEM,Nellore,Andhra Pradesh,South
7527,2017,IT project manager,CSE/IT,Imphal,Seven Sisters,East
7528,2014,Field test engineer,ECE,Patna,Bihar,Central
7529,2013,Chemical engineer,CHEM,Panaji,Goa,South
7530,2014,Automation engineer,MEC,Surat,Gujarat,West
7531,2018,Software analyst,ECE,Pune,Maharashtra,Central
7532,2014,Manufacturing engineer,MEC,Bengaluru,Karnataka,South
7533,2021,Electrical design engineer,EEE,Nellore,Andhra Pradesh,South
7534,2017,Information security analyst,CSE/IT,Itanagar,Seven Sisters,East
7535,2015,Broadcast engineer,EEE,Jamshedpur,Jharkhnad,Central
7536,2021,Process safety engineer,CHEM,Vellore,Tamil Nadu,South
7537,2020,Management consultant,MEC,Pune,Maharashtra,Central
7538,2014,Electrical design engineer,EEE,Bilaspur,Himachal Pradesh,North
7539,2015,Electronics design engineer,ECE,Surat,Gujarat,West
7540,2013,Construction manager,CIV,Roorkee,Uttarakhand,North
7541,2013,Transportation engineer,CIV,Amritsar,Punjab,North
7542,2013,Field test engineer,ECE,Visakhapatnam,Andhra Pradesh,South
7543,2018,Plant process engineer,CHEM,Vadodara,Gujarat,West
7544,2018,Communication engineer,ECE,Khammam,Telangana,South
7545,2021,Service engineer,ECE,Mysore,Karnataka,South
7546,2017,Thermal engineer,MEC,Aizawal,Seven Sisters,East
7547,2019,Public health engineer,CIV,Howrah,West Bengal,East
7548,2011,Chemical plant director,CHEM,Itanagar,Seven Sisters,East
7549,2021,Land surveyor,CIV,Gurgaon,Haryana,West
7550,2017,Structural engineer,MEC,Gangtok,Seven Sisters,East
7551,2014,Land surveyor,CIV,Dispur,Seven Sisters,East
7552,2015,Electrical project manager,EEE,Visakhapatnam,Andhra Pradesh,South
7553,2011,Service engineer,ECE,Hyderabad,Telangana,South
7554,2017,Structural engineer,MEC,Bilaspur,Himachal Pradesh,North
7555,2015,Plant process engineer,CHEM,Madurai,Tamil Nadu,South
7556,2020,Database administrator,CSE/IT,Shillong,Seven Sisters,East
7557,2014,Plant process engineer,CHEM,Pune,Maharashtra,Central
7558,2019,Production engineer,MEC,Vadodara,Gujarat,West
7559,2011,Software developer,CSE/IT,Jaipur,Rajasthan,West
7560,2012,Systems engineer,EEE,Bhubaneswar,Orissa,Central
7561,2013,Transportation engineer,CIV,Vellore,Tamil Nadu,South
7562,2020,Software developer,CSE/IT,Srinagar,Jammu and Kashmir,North
7563,2017,Electronics engineer,ECE,Panaji,Goa,South
7564,2017,Environmental waste management,CHEM,Tirupathi,Andhra Pradesh,South
7565,2019,Plant process engineer,CHEM,Silchar,Seven Sisters,East
7566,2017,Software analyst,ECE,Vadodara,Gujarat,West
7567,2020,Field test engineer,ECE,Imphal,Seven Sisters,East
7568,2018,Material engineer,CHEM,Hyderabad,Telangana,South
7569,2018,Chemical engineer,CHEM,Vadodara,Gujarat,West
7570,2021,Field test engineer,ECE,Dispur,Seven Sisters,East
7571,2021,Network planning engineer,ECE,Hyderabad,Telangana,South
7572,2014,Controls engineer,EEE,Vellore,Tamil Nadu,South
7573,2018,Electronics engineer,ECE,Noida,Uttar Pradesh,North
7574,2011,Instrumentation engineer,ECE,Aizawal,Seven Sisters,East
7575,2021,System architect,CSE/IT,Warangal,Telangana,South
7576,2012,Urban planning engineer,CIV,Raigarh,Chattisgarh,Central
7577,2018,Product engineer,CHEM,Visakhapatnam,Andhra Pradesh,South
7578,2017,technician,CHEM,Allahabad,Uttar Pradesh,North
7579,2018,Information security analyst,CSE/IT,Dharwad,Karnataka,South
7580,2018,Telecommunication engineer,EEE,Srinagar,Jammu and Kashmir,North
7581,2015,Network planning engineer,ECE,Chandigarh,Punjab,North
7582,2014,Process safety engineer,CHEM,Amritsar,Punjab,North
7583,2019,Electrical design engineer,EEE,Jodhpur,Rajasthan,West
7584,2013,Instrumentation engineer,ECE,Chandigarh,Punjab,North
7585,2012,App developer,CSE/IT,Gaya,Bihar,Central
7586,2013,IT project manager,CSE/IT,Rourkela,Orissa,Central
7587,2018,Urban planning engineer,CIV,Raigarh,Chattisgarh,Central
7588,2018,Chemical engineer,CHEM,Srinagar,Jammu and Kashmir,North
7589,2013,Plant process engineer,CHEM,Nagpur,Maharashtra,Central
7590,2017,Chemical plant director,CHEM,Nagpur,Maharashtra,Central
7591,2011,Electrical engineer,EEE,Indore,Madhya Pradesh,Central
7592,2016,Chemical plant director,CHEM,Lucknow,Uttar Pradesh,North
7593,2019,Material engineer,CHEM,Panaji,Goa,South
7594,2013,Environmental waste management,CHEM,Imphal,Seven Sisters,East
7595,2013,Electrical engineer,EEE,Nagpur,Maharashtra,Central
7596,2018,Geotechnical engineer,CIV,Nellore,Andhra Pradesh,South
7597,2018,Thermal engineer,MEC,Allahabad,Uttar Pradesh,North
7598,2017,Structural engineer,MEC,Dehradun,Uttarakhand,North
7599,2013,Electronics design engineer,ECE,Bilaspur,Himachal Pradesh,North
7600,2015,Environmental waste management,CHEM,Gurgaon,Haryana,West
7601,2013,Petroleum engineer,CHEM,Bhubaneswar,Orissa,Central
7602,2020,Software analyst,ECE,Vellore,Tamil Nadu,South
7603,2015,Electrical engineer,EEE,Silchar,Seven Sisters,East
7604,2018,Broadcast engineer,EEE,Dharwad,Karnataka,South
7605,2014,Structural engineer,MEC,Warangal,Telangana,South
7606,2018,Public health engineer,CIV,Aizawal,Seven Sisters,East
7607,2016,Web developer,CSE/IT,Noida,Uttar Pradesh,North
7608,2019,Controls engineer,EEE,Jodhpur,Rajasthan,West
7609,2020,Electronics engineer,ECE,Vadodara,Gujarat,West
7610,2015,Automation engineer,MEC,Patna,Bihar,Central
7611,2015,Network planning engineer,ECE,Bhubaneswar,Orissa,Central
7612,2014,Embedded system engineer,ECE,Durgapur,West Bengal,East
7613,2012,AI engineer,CSE/IT,Dehradun,Uttarakhand,North
7614,2017,Engineering management,CIV,Udaipur,Rajasthan,West
7615,2019,Aerospace engineer,MEC,Dispur,Seven Sisters,East
7616,2019,Telecom engineer,ECE,Jaipur,Rajasthan,West
7617,2011,Embedded system engineer,ECE,Shimla,Himachal Pradesh,North
7618,2017,Electronics engineer,ECE,Amritsar,Punjab,North
7619,2019,Systems engineer,EEE,Jaipur,Rajasthan,West
7620,2020,Service engineer,ECE,Itanagar,Seven Sisters,East
7621,2018,Information security analyst,CSE/IT,Visakhapatnam,Andhra Pradesh,South
7622,2018,Field test engineer,ECE,Raipur,Chattisgarh,Central
7623,2014,Communication engineer,ECE,Rourkela,Orissa,Central
7624,2014,AI engineer,CSE/IT,Kanpur,Uttar Pradesh,North
7625,2016,Electronics design engineer,ECE,Chandigarh,Punjab,North
7626,2015,Engineering management,CIV,Noida,Uttar Pradesh,North
7627,2011,Transportation engineer,CIV,Silchar,Seven Sisters,East
7628,2012,Electronics engineer,ECE,Visakhapatnam,Andhra Pradesh,South
7629,2021,Product engineer,CHEM,Vijayawada,Andhra Pradesh,South
7630,2013,Electrical engineer,EEE,Chandigarh,Punjab,North
7631,2020,Engineering management,CIV,Gurgaon,Haryana,West
7632,2017,Substation technician,EEE,Hyderabad,Telangana,South
7633,2015,Production engineer,MEC,Amritsar,Punjab,North
7634,2013,Field test engineer,ECE,Lucknow,Uttar Pradesh,North
7635,2021,Network planning engineer,ECE,Nellore,Andhra Pradesh,South
7636,2012,Product engineer,CHEM,Raipur,Chattisgarh,Central
7637,2014,technician,CHEM,Gangtok,Seven Sisters,East
7638,2011,AI engineer,CSE/IT,Gangtok,Seven Sisters,East
7639,2019,Embedded system engineer,ECE,Raipur,Chattisgarh,Central
7640,2016,App developer,CSE/IT,Gangtok,Seven Sisters,East
7641,2021,Information security analyst,CSE/IT,Srinagar,Jammu and Kashmir,North
7642,2017,Petroleum engineer,CHEM,Dispur,Seven Sisters,East
7643,2021,Controls engineer,EEE,Silchar,Seven Sisters,East
7644,2011,Architect,CIV,Amritsar,Punjab,North
7645,2018,Plant process engineer,CHEM,Dhanbad,Jharkhnad,Central
7646,2011,Communication engineer,ECE,Raipur,Chattisgarh,Central
7647,2012,Management consultant,MEC,Gurgaon,Haryana,West
7648,2017,Chemical engineer,CHEM,Vadodara,Gujarat,West
7649,2011,UX designer,CSE/IT,Chandigarh,Punjab,North
7650,2012,Aerospace engineer,MEC,Nagpur,Maharashtra,Central
7651,2016,Drafter,CIV,Jalandhar,Punjab,North
7652,2018,Product designer,MEC,Khammam,Telangana,South
7653,2018,System architect,CSE/IT,Ranchi,Jharkhnad,Central
7654,2016,Product engineer,CHEM,Ahmedabad,Gujarat,West
7655,2019,Management consultant,MEC,Durgapur,West Bengal,East
7656,2018,Construction manager,CIV,Bhopal,Madhya Pradesh,Central
7657,2020,App developer,CSE/IT,Gandhinagar,Gujarat,West
7658,2012,Petroleum engineer,CHEM,Amritsar,Punjab,North
7659,2017,Engineering management,CIV,Silchar,Seven Sisters,East
7660,2018,Urban planning engineer,CIV,Nagpur,Maharashtra,Central
7661,2021,Automation engineer,MEC,Khammam,Telangana,South
7662,2018,Aerospace engineer,MEC,Itanagar,Seven Sisters,East
7663,2011,Electronics engineer,ECE,Roorkee,Uttarakhand,North
7664,2014,App developer,CSE/IT,Thiruvananthapuram,Kerala,South
7665,2018,Management consultant,MEC,Howrah,West Bengal,East
7666,2013,Quality engineer,MEC,Jaipur,Rajasthan,West
7667,2017,Service engineer,ECE,Kohina,Seven Sisters,East
7668,2020,Communication engineer,ECE,Silchar,Seven Sisters,East
7669,2011,Software developer,CSE/IT,Jammu,Jammu and Kashmir,North
7670,2021,Instrumentation engineer,ECE,Gurgaon,Haryana,West
7671,2017,App developer,CSE/IT,Dhanbad,Jharkhnad,Central
7672,2021,Transportation engineer,CIV,Srinagar,Jammu and Kashmir,North
7673,2020,System architect,CSE/IT,Rourkela,Orissa,Central
7674,2019,technician,CHEM,Visakhapatnam,Andhra Pradesh,South
7675,2012,Field test engineer,ECE,Bengaluru,Karnataka,South
7676,2015,Process safety engineer,CHEM,Pune,Maharashtra,Central
7677,2014,Controls engineer,EEE,Raipur,Chattisgarh,Central
7678,2016,Geotechnical engineer,CIV,Noida,Uttar Pradesh,North
7679,2015,Broadcast engineer,EEE,Bengaluru,Karnataka,South
7680,2012,Hardware engineer,EEE,Imphal,Seven Sisters,East
7681,2018,Process design engineer,CHEM,Imphal,Seven Sisters,East
7682,2016,Product designer,MEC,Vadodara,Gujarat,West
7683,2021,Material engineer,CHEM,Amritsar,Punjab,North
7684,2011,Chemical engineer,CHEM,Vijayawada,Andhra Pradesh,South
7685,2013,Management consultant,MEC,Hyderabad,Telangana,South
7686,2012,Broadcast engineer,EEE,Gangtok,Seven Sisters,East
7687,2011,Computer network architect,CSE/IT,Vadodara,Gujarat,West
7688,2016,Electrical project manager,EEE,Ranchi,Jharkhnad,Central
7689,2015,Aerospace engineer,MEC,Gurgaon,Haryana,West
7690,2014,Process safety engineer,CHEM,Tirupathi,Andhra Pradesh,South
7691,2020,System architect,CSE/IT,Chandigarh,Punjab,North
7692,2019,Structural engineer,MEC,Indore,Madhya Pradesh,Central
7693,2016,Information security analyst,CSE/IT,Amritsar,Punjab,North
7694,2017,Thermal engineer,MEC,Amritsar,Punjab,North
7695,2016,Process safety engineer,CHEM,Allahabad,Uttar Pradesh,North
7696,2018,Software analyst,ECE,Guwahati,Seven Sisters,East
7697,2017,Communication engineer,ECE,Imphal,Seven Sisters,East
7698,2015,Chemical engineer,CHEM,Gurgaon,Haryana,West
7699,2014,Automation engineer,MEC,Jamshedpur,Jharkhnad,Central
7700,2019,Product designer,MEC,Gaya,Bihar,Central
7701,2021,Electrical design engineer,EEE,Gandhinagar,Gujarat,West
7702,2019,Process safety engineer,CHEM,Imphal,Seven Sisters,East
7703,2016,Software developer,CSE/IT,Visakhapatnam,Andhra Pradesh,South
7704,2013,Construction manager,CIV,Raigarh,Chattisgarh,Central
7705,2019,Software analyst,ECE,Imphal,Seven Sisters,East
7706,2018,Aerospace engineer,MEC,Amritsar,Punjab,North
7707,2011,UX designer,CSE/IT,Itanagar,Seven Sisters,East
7708,2014,Construction manager,CIV,Khammam,Telangana,South
7709,2015,technician,CHEM,Patna,Bihar,Central
7710,2014,Chemical engineer,CHEM,Udaipur,Rajasthan,West
7711,2017,Product designer,MEC,Gangtok,Seven Sisters,East
7712,2017,Management consultant,MEC,Jalandhar,Punjab,North
7713,2020,Product engineer,CHEM,Hyderabad,Telangana,South
7714,2017,System architect,CSE/IT,Allahabad,Uttar Pradesh,North
7715,2017,Product engineer,CHEM,Visakhapatnam,Andhra Pradesh,South
7716,2014,Structural engineer,MEC,Madurai,Tamil Nadu,South
7717,2016,Hardware engineer,EEE,Patna,Bihar,Central
7718,2013,Automation engineer,MEC,Hyderabad,Telangana,South
7719,2014,Process design engineer,CHEM,Ahmedabad,Gujarat,West
7720,2015,Chemical plant director,CHEM,Jamshedpur,Jharkhnad,Central
7721,2012,Embedded system engineer,ECE,Gwalior,Madhya Pradesh,Central
7722,2012,AI engineer,CSE/IT,Raigarh,Chattisgarh,Central
7723,2018,Public health engineer,CIV,Nagpur,Maharashtra,Central
7724,2020,Environmental waste management,CHEM,Kolkata,West Bengal,East
7725,2013,Broadcast engineer,EEE,Warangal,Telangana,South
7726,2013,Electronics engineer,ECE,Allahabad,Uttar Pradesh,North
7727,2018,Construction engineer,MEC,Ahmedabad,Gujarat,West
7728,2012,IT project manager,CSE/IT,Gwalior,Madhya Pradesh,Central
7729,2011,Network planning engineer,ECE,Gaya,Bihar,Central
7730,2014,technician,CHEM,Mysore,Karnataka,South
7731,2019,Geotechnical engineer,CIV,Tirupathi,Andhra Pradesh,South
7732,2016,Field test engineer,ECE,Visakhapatnam,Andhra Pradesh,South
7733,2014,Microelectrical engineer,EEE,Gwalior,Madhya Pradesh,Central
7734,2020,Database administrator,CSE/IT,Kohina,Seven Sisters,East
7735,2019,Broadcast engineer,EEE,Raipur,Chattisgarh,Central
7736,2011,Network planning engineer,ECE,Surat,Gujarat,West
7737,2013,Process safety engineer,CHEM,Silchar,Seven Sisters,East
7738,2014,Electrical design engineer,EEE,Shimla,Himachal Pradesh,North
7739,2018,Database administrator,CSE/IT,Bengaluru,Karnataka,South
7740,2018,Thermal engineer,MEC,Srinagar,Jammu and Kashmir,North
7741,2021,Network planning engineer,ECE,Dispur,Seven Sisters,East
7742,2016,Electrical project manager,EEE,Chennai,Tamil Nadu,South
7743,2019,Material engineer,CHEM,Kolkata,West Bengal,East
7744,2019,Material engineer,CHEM,Dhanbad,Jharkhnad,Central
7745,2013,Aerospace engineer,MEC,Surat,Gujarat,West
7746,2012,Electrical project manager,EEE,Mumbai,Maharashtra,Central
7747,2011,Petroleum engineer,CHEM,Dehradun,Uttarakhand,North
7748,2013,Web developer,CSE/IT,Udaipur,Rajasthan,West
7749,2013,Electronics design engineer,ECE,Raipur,Chattisgarh,Central
7750,2011,Software developer,CSE/IT,Dispur,Seven Sisters,East
7751,2021,Controls engineer,EEE,Aizawal,Seven Sisters,East
7752,2021,AI engineer,CSE/IT,Ahmedabad,Gujarat,West
7753,2020,Public health engineer,CIV,Puri,Orissa,Central
7754,2021,Environmental waste management,CHEM,Patna,Bihar,Central
7755,2016,Communication engineer,ECE,Bilaspur,Himachal Pradesh,North
7756,2015,Construction manager,CIV,Vellore,Tamil Nadu,South
7757,2018,Petroleum engineer,CHEM,Raipur,Chattisgarh,Central
7758,2017,Electrical engineer,EEE,Kochi,Kerala,South
7759,2019,Product engineer,CHEM,Surat,Gujarat,West
7760,2018,Controls engineer,EEE,Madurai,Tamil Nadu,South
7761,2020,Chemical plant director,CHEM,Bilaspur,Himachal Pradesh,North
7762,2017,AI engineer,CSE/IT,Shimla,Himachal Pradesh,North
7763,2017,Telecommunication engineer,EEE,Jodhpur,Rajasthan,West
7764,2018,Telecom engineer,ECE,Thiruvananthapuram,Kerala,South
7765,2017,Material engineer,CHEM,Gwalior,Madhya Pradesh,Central
7766,2020,Communication engineer,ECE,Gaya,Bihar,Central
7767,2013,Hardware engineer,EEE,Hyderabad,Telangana,South
7768,2011,technician,CHEM,Rourkela,Orissa,Central
7769,2011,Instrumentation engineer,ECE,Jalandhar,Punjab,North
7770,2018,Microelectrical engineer,EEE,Udaipur,Rajasthan,West
7771,2015,Hardware engineer,EEE,Udaipur,Rajasthan,West
7772,2015,technician,CHEM,Srinagar,Jammu and Kashmir,North
7773,2011,Substation technician,EEE,Vellore,Tamil Nadu,South
7774,2014,Thermal engineer,MEC,Dhanbad,Jharkhnad,Central
7775,2013,UX designer,CSE/IT,Allahabad,Uttar Pradesh,North
7776,2021,Hardware engineer,EEE,Shillong,Seven Sisters,East
7777,2016,Communication engineer,ECE,Jodhpur,Rajasthan,West
7778,2012,Process design engineer,CHEM,Gwalior,Madhya Pradesh,Central
7779,2014,Thermal engineer,MEC,Visakhapatnam,Andhra Pradesh,South
7780,2020,Computer network architect,CSE/IT,Chennai,Tamil Nadu,South
7781,2019,AI engineer,CSE/IT,Chandigarh,Punjab,North
7782,2012,Environmental waste management,CHEM,Chennai,Tamil Nadu,South
7783,2011,Transportation engineer,CIV,Thiruvananthapuram,Kerala,South
7784,2017,Software developer,CSE/IT,Durgapur,West Bengal,East
7785,2021,Electronics engineer,ECE,Kolkata,West Bengal,East
7786,2016,Automation engineer,MEC,Gangtok,Seven Sisters,East
7787,2020,Process design engineer,CHEM,Warangal,Telangana,South
7788,2020,App developer,CSE/IT,Jaipur,Rajasthan,West
7789,2012,UX designer,CSE/IT,Srinagar,Jammu and Kashmir,North
7790,2013,Software analyst,ECE,Itanagar,Seven Sisters,East
7791,2012,Embedded system engineer,ECE,Gwalior,Madhya Pradesh,Central
7792,2014,Instrumentation engineer,ECE,Khammam,Telangana,South
7793,2012,Web developer,CSE/IT,Amritsar,Punjab,North
7794,2016,Electrical project manager,EEE,Dhanbad,Jharkhnad,Central
7795,2013,Process safety engineer,CHEM,Bhubaneswar,Orissa,Central
7796,2012,Software analyst,ECE,Surat,Gujarat,West
7797,2017,Field test engineer,ECE,Roorkee,Uttarakhand,North
7798,2012,Software developer,CSE/IT,Panaji,Goa,South
7799,2011,Structural engineer,MEC,Shimla,Himachal Pradesh,North
7800,2018,Software developer,CSE/IT,Rourkela,Orissa,Central
7801,2013,Microelectrical engineer,EEE,Amritsar,Punjab,North
7802,2018,Chemical engineer,CHEM,Thiruvananthapuram,Kerala,South
7803,2021,AI engineer,CSE/IT,Kolkata,West Bengal,East
7804,2020,Process design engineer,CHEM,Imphal,Seven Sisters,East
7805,2012,UX designer,CSE/IT,Madurai,Tamil Nadu,South
7806,2021,Field test engineer,ECE,Haridwar,Uttarakhand,North
7807,2015,technician,CHEM,Lucknow,Uttar Pradesh,North
7808,2021,Substation technician,EEE,Chennai,Tamil Nadu,South
7809,2015,Architect,CIV,Warangal,Telangana,South
7810,2016,Urban planning engineer,CIV,Bilaspur,Himachal Pradesh,North
7811,2013,Software developer,CSE/IT,Guwahati,Seven Sisters,East
7812,2021,Construction engineer,MEC,Ahmedabad,Gujarat,West
7813,2021,Automation engineer,MEC,Bhopal,Madhya Pradesh,Central
7814,2015,Hardware engineer,EEE,Nellore,Andhra Pradesh,South
7815,2016,Plant process engineer,CHEM,Jalandhar,Punjab,North
7816,2017,Chemical plant director,CHEM,Jaipur,Rajasthan,West
7817,2019,Field test engineer,ECE,Panipat,Haryana,West
7818,2019,Hardware engineer,EEE,Visakhapatnam,Andhra Pradesh,South
7819,2013,Structural engineer,MEC,Madurai,Tamil Nadu,South
7820,2015,Architect,CIV,Vadodara,Gujarat,West
7821,2017,Embedded system engineer,ECE,Kanpur,Uttar Pradesh,North
7822,2013,Software developer,CSE/IT,Jalandhar,Punjab,North
7823,2019,Electrical project manager,EEE,Jalandhar,Punjab,North
7824,2014,Product designer,MEC,Ranchi,Jharkhnad,Central
7825,2012,App developer,CSE/IT,Jamshedpur,Jharkhnad,Central
7826,2020,Manufacturing engineer,MEC,Pune,Maharashtra,Central
7827,2020,Land surveyor,CIV,Hyderabad,Telangana,South
7828,2018,Software developer,CSE/IT,Vijayawada,Andhra Pradesh,South
7829,2021,Plant process engineer,CHEM,Gwalior,Madhya Pradesh,Central
7830,2016,Architect,CIV,Gurgaon,Haryana,West
7831,2019,Network planning engineer,ECE,Chandigarh,Punjab,North
7832,2012,Structural engineer,MEC,Dispur,Seven Sisters,East
7833,2016,Management consultant,MEC,Hyderabad,Telangana,South
7834,2013,Embedded system engineer,ECE,Visakhapatnam,Andhra Pradesh,South
7835,2019,Web developer,CSE/IT,Bengaluru,Karnataka,South
7836,2015,Environmental engineer,CIV,Jamshedpur,Jharkhnad,Central
7837,2019,Engineering management,CIV,Patna,Bihar,Central
7838,2018,technician,CHEM,Vellore,Tamil Nadu,South
7839,2014,Chemical engineer,CHEM,Bilaspur,Himachal Pradesh,North
7840,2014,technician,CHEM,Kanpur,Uttar Pradesh,North
7841,2013,Thermal engineer,MEC,Vadodara,Gujarat,West
7842,2021,Database administrator,CSE/IT,Ranchi,Jharkhnad,Central
7843,2012,Drafter,CIV,Vadodara,Gujarat,West
7844,2012,Quality engineer,MEC,Khammam,Telangana,South
7845,2012,Electrical design engineer,EEE,Nellore,Andhra Pradesh,South
7846,2021,Material engineer,CHEM,Gandhinagar,Gujarat,West
7847,2020,UX designer,CSE/IT,Udaipur,Rajasthan,West
7848,2012,Product engineer,CHEM,Noida,Uttar Pradesh,North
7849,2015,Aerospace engineer,MEC,Jammu,Jammu and Kashmir,North
7850,2011,Instrumentation engineer,ECE,Lucknow,Uttar Pradesh,North
7851,2014,Information security analyst,CSE/IT,Bengaluru,Karnataka,South
7852,2013,Electrical project manager,EEE,Lucknow,Uttar Pradesh,North
7853,2017,Electrical project manager,EEE,Aizawal,Seven Sisters,East
7854,2018,Petroleum engineer,CHEM,Pune,Maharashtra,Central
7855,2018,Electrical design engineer,EEE,Gaya,Bihar,Central
7856,2020,Process design engineer,CHEM,Shillong,Seven Sisters,East
7857,2013,Structural engineer,MEC,Nagpur,Maharashtra,Central
7858,2021,Automation engineer,MEC,Udaipur,Rajasthan,West
7859,2012,Automation engineer,MEC,Gangtok,Seven Sisters,East
7860,2018,Electrical engineer,EEE,Kochi,Kerala,South
7861,2014,Network planning engineer,ECE,Raipur,Chattisgarh,Central
7862,2016,Manufacturing engineer,MEC,Kochi,Kerala,South
7863,2014,Field test engineer,ECE,Jodhpur,Rajasthan,West
7864,2020,Telecom engineer,ECE,Kolkata,West Bengal,East
7865,2015,Electrical design engineer,EEE,Bhubaneswar,Orissa,Central
7866,2013,Software analyst,ECE,Mysore,Karnataka,South
7867,2011,Environmental waste management,CHEM,Nagpur,Maharashtra,Central
7868,2014,Process design engineer,CHEM,Vadodara,Gujarat,West
7869,2016,Electrical engineer,EEE,Panipat,Haryana,West
7870,2013,Broadcast engineer,EEE,Nagpur,Maharashtra,Central
7871,2015,Product engineer,CHEM,Noida,Uttar Pradesh,North
7872,2014,IT project manager,CSE/IT,Puri,Orissa,Central
7873,2011,Drafter,CIV,Durgapur,West Bengal,East
7874,2014,UX designer,CSE/IT,Khammam,Telangana,South
7875,2018,Substation technician,EEE,Pune,Maharashtra,Central
7876,2019,Structural engineer,MEC,Srinagar,Jammu and Kashmir,North
7877,2016,Field test engineer,ECE,Rourkela,Orissa,Central
7878,2013,Geotechnical engineer,CIV,Imphal,Seven Sisters,East
7879,2014,Hardware engineer,EEE,Dispur,Seven Sisters,East
7880,2019,Embedded system engineer,ECE,Visakhapatnam,Andhra Pradesh,South
7881,2015,Process safety engineer,CHEM,Kohina,Seven Sisters,East
7882,2019,Urban planning engineer,CIV,Raigarh,Chattisgarh,Central
7883,2015,Hardware engineer,EEE,Panipat,Haryana,West
7884,2016,Electrical project manager,EEE,Jammu,Jammu and Kashmir,North
7885,2018,Petroleum engineer,CHEM,Hyderabad,Telangana,South
7886,2012,Service engineer,ECE,Dharwad,Karnataka,South
7887,2019,Electronics design engineer,ECE,Chandigarh,Punjab,North
7888,2015,Chemical plant director,CHEM,Guwahati,Seven Sisters,East
7889,2012,Architect,CIV,Allahabad,Uttar Pradesh,North
7890,2014,Software analyst,ECE,Udaipur,Rajasthan,West
7891,2020,Microelectrical engineer,EEE,Udaipur,Rajasthan,West
7892,2011,Electrical project manager,EEE,Chandigarh,Punjab,North
7893,2021,Chemical engineer,CHEM,Panaji,Goa,South
7894,2021,Electronics engineer,ECE,Kohina,Seven Sisters,East
7895,2020,Automation engineer,MEC,Tirupathi,Andhra Pradesh,South
7896,2019,Transportation engineer,CIV,Durgapur,West Bengal,East
7897,2012,Communication engineer,ECE,Ahmedabad,Gujarat,West
7898,2013,Drafter,CIV,Kanpur,Uttar Pradesh,North
7899,2012,Production engineer,MEC,Madurai,Tamil Nadu,South
7900,2019,Transportation engineer,CIV,Kochi,Kerala,South
7901,2012,Geotechnical engineer,CIV,Chandigarh,Punjab,North
7902,2021,Electrical project manager,EEE,Rourkela,Orissa,Central
7903,2011,UX designer,CSE/IT,Roorkee,Uttarakhand,North
7904,2017,App developer,CSE/IT,Mumbai,Maharashtra,Central
7905,2015,Software analyst,ECE,Puri,Orissa,Central
7906,2014,Quality engineer,MEC,Kochi,Kerala,South
7907,2017,Plant process engineer,CHEM,Bilaspur,Himachal Pradesh,North
7908,2013,Environmental engineer,CIV,Durgapur,West Bengal,East
7909,2014,Public health engineer,CIV,Allahabad,Uttar Pradesh,North
7910,2019,Aerospace engineer,MEC,Gurgaon,Haryana,West
7911,2013,Electrical project manager,EEE,Thiruvananthapuram,Kerala,South
7912,2017,Architect,CIV,Mysore,Karnataka,South
7913,2012,Information security analyst,CSE/IT,Dehradun,Uttarakhand,North
7914,2015,Architect,CIV,Kohina,Seven Sisters,East
7915,2020,Automation engineer,MEC,Noida,Uttar Pradesh,North
7916,2013,Structural engineer,MEC,Warangal,Telangana,South
7917,2017,Architect,CIV,Ahmedabad,Gujarat,West
7918,2015,Environmental waste management,CHEM,Panipat,Haryana,West
7919,2019,Information security analyst,CSE/IT,Kohina,Seven Sisters,East
7920,2012,Product designer,MEC,Surat,Gujarat,West
7921,2017,Web developer,CSE/IT,Bhubaneswar,Orissa,Central
7922,2012,Automation engineer,MEC,Bhubaneswar,Orissa,Central
7923,2012,Product engineer,CHEM,Raipur,Chattisgarh,Central
7924,2015,Process safety engineer,CHEM,Udaipur,Rajasthan,West
7925,2015,Field test engineer,ECE,Ranchi,Jharkhnad,Central
7926,2014,Management consultant,MEC,Kanpur,Uttar Pradesh,North
